date,year,paper,paper_url,relation,summary,source_title
2026-04-16,2026,Benchmarking Optimizers for MLPs in Tabular Deep Learning,https://arxiv.org/abs/2604.15297,weak,"This controlled benchmark tunes 15 optimizers on 17 tabular datasets across five MLP families, then evaluates selected configurations over ten seeds. Muon, a tested optimizer rather than a new algorithm, improves over same-architecture AdamW with a 55/25/5 win/tie/loss record, but incurs 1.18–2.98× tuning-time overhead depending on architecture; EMA is a cheaper, less consistent alternative, and results do not cover non-MLP tabular models.",Benchmarking Optimizers for MLPs in Tabular Deep Learning
2026-04-14,2026,Nucleus-Image,https://arxiv.org/abs/2604.12163,weak,"Nucleus-Image introduces a 17B sparse-MoE diffusion transformer that activates about 2B parameters, uses Expert-Choice routing, decouples timestep-aware assignment from timestep-conditioned computation, and shares text KV across denoising steps. Trained on 1.5B pairs from 700M images, it matches or exceeds leading models on three benchmarks without preference post-training; Muon and its diffusion-specific parameter grouping are training-recipe components, not a new optimizer contribution.",Nucleus-Image: Sparse MoE for Image Generation
2026-04-02,2026,Normalization-Optimizer Coupling,https://arxiv.org/abs/2604.01563,weak,"A controlled 3×2 study at 1B parameters shows a silent normalization-optimizer interaction: Derf's gap to RMSNorm grows from 0.31 nats with AdamW to 0.97 with Muon, whereas Dynamic Tanh avoids the penalty. Muon is the experimental optimizer factor, not a new method; reduced Derf alpha and an EMA scale blend recover about 80% and 84% of the gap, but evidence covers only 1,000 steps and roughly 1B tokens.",Does Your Optimizer Care How You Normalize? Normalization-Optimizer Coupling in LLM Training
2026-03-30,2026,Spectral Edge Dynamics,https://arxiv.org/abs/2603.28964,weak,"This work models phase transitions through spectral gaps in rolling-window parameter-update Gram matrices, deriving gap dynamics, a spectral loss decomposition, and an adiabatic stability parameter. Gap changes precede 24/24 grokking runs with weight decay versus 1/24 controls, while active rank stays at most three; Muon is only an optimizer-dependent example, producing k*=1 versus AdamW's k*=2 on the same 51M-parameter TinyStories model.",Spectral Edge Dynamics: An Analytical-Empirical Study of Phase Transitions in Neural Network Training
2026-02-25,2026,veScale-FSDP,https://arxiv.org/abs/2602.22437,weak,"veScale-FSDP is a distributed-training systems contribution combining arbitrary-granularity RaggedShard tensors, a structure-aware sharding planner, and a global distributed buffer for zero-copy communication. Across dense and sparse LLM workloads it reports 5–66% higher throughput and 16–30% lower memory than existing FSDP systems; Muon is a supported workload and convergence case study whose full matrices are gathered to balanced root ranks, not a newly proposed optimizer.",veScale-FSDP: Flexible and High-Performance FSDP at Scale
2026-02-07,2026,Robust Scaling Laws for Optimizers,https://arxiv.org/abs/2602.07712,weak,"The paper shows that independently fitting Chinchilla laws per optimizer is ill-conditioned, then shares power-law exponents while learning optimizer-specific model- and data-efficiency rescalings. This parameterization reduces fit variance and extrapolation error across two architectures, two datasets, and five optimizers, while a convex-quadratic analysis derives the same loss decomposition; Muon is one comparison point alongside AdamW, Shampoo, Scion, and SOAP, not a new method.",Towards Robust Scaling Laws for Optimizers
2026-01-31,2026,Data Distribution as an Optimizer Lever,https://arxiv.org/abs/2602.00576,weak,"Theory on multi-head linear self-attention links SAM's improved generalization to lower simplicity bias, motivating a cheap data-side surrogate: use a small proxy model's loss trajectories to identify and upsample or augment late-learned examples. Across four LLMs on mathematical reasoning, targeted upsampling yields relative gains up to 18%; AdamW and Muon are downstream optimizers demonstrating broad compatibility, not contributions of the method itself.",Data Distribution as a Lever for Guiding Optimizers Toward Superior Generalization in LLMs
2026-01-14,2026,Muon-Optimized Distillation and Quantization,https://arxiv.org/abs/2601.09865,weak,"This edge-deployment pipeline combines teacher-generated data, KL-based distillation, LoRA, Bayesian tuning, and GPTQ W4A16 quantization, reducing a Llama-3.2-3B student from 6GB to 3GB and lowering per-token latency by up to 50%. Muon is one fine-tuning ingredient: its models lose less accuracy than Adam variants after quantization on six of eight benchmarks, but the multi-stage design does not isolate a new Muon algorithm or establish causality for that robustness.",Advancing Model Refinement: Muon-Optimized Distillation and Quantization for LLM Deployment
2026-01-08,2026,Learnable Multipliers,https://arxiv.org/abs/2601.04890,weak,"Learnable scalar, row, and column multipliers free matrix-layer scales from the gradient-noise/weight-decay equilibrium and generalize fixed muP multipliers without inference overhead. On 200GT Falcon-H1-0.5B runs they raise average downstream scores by 1.21 points with Adam and 1.10 with Muon, with larger gains on reasoning tasks; Muon is a base optimizer used to show the reparameterization transfers, not the paper's proposed optimization rule.",Learnable Multipliers: Freeing the Scale of Language Model Matrix Layers
2025-12-16,2025,Optimizing Rank for INRs,https://arxiv.org/abs/2512.14366,weak,"This INR study argues that apparent low-frequency architectural bias is partly stable-rank collapse during optimization, and shows that near-orthogonal updates preserve rank and improve signal fidelity. Existing Muon is the rank-preserving intervention rather than a newly invented optimizer, producing gains up to 9 dB PSNR across natural and medical images and novel-view synthesis; however, stable rank does not predict an optimal target, and Muon does not erase architecture gaps.",Optimizing Rank for High-Fidelity Implicit Neural Representations
2025-10-10,2025,Full Gauss-Newton Study,https://arxiv.org/abs/2510.09378,weak,"Full Gauss-Newton experiments on transformers up to 150M parameters provide an oracle for how much current curvature approximations leave unrealized: GN reaches loss 3.25 in 54 steps versus 292 for SOAP and about 16× more steps for Muon, while layerwise GN needs 78 steps. Muon is both a strong baseline and inner solver, not a new contribution; the roughly 1.5× slower implementation is a diagnostic proof of concept, not yet a practical optimizer.",The Potential of Second-Order Optimization for LLMs: A Study with Full Gauss-Newton
2025-02-16,2025,AdaGC,https://arxiv.org/abs/2502.11034,weak,"AdaGC clips each tensor's gradient norm relative to an EMA of its historically clipped norms, preventing outliers from contaminating optimizer states with negligible memory and less communication than global clipping. On Llama-2-7B, Mixtral-8×1B, and ERNIE-10B-A1.4B it reduces spike scores to zero and improves accuracy by 1.32, 1.27, and 2.48 points; Muon is only a compatibility test, and AdaGC mitigates symptoms rather than root causes.",AdaGC: Enhancing LLM Pretraining Stability via Adaptive Gradient Clipping
