date,year,optimizer,paper_url,code_url,summary,source_title
2026-05-18,2026,Ringmaster LMO,https://arxiv.org/abs/2605.18174,https://github.com/vectozavr/ringmaster-lmo,"Ringmaster LMO is the first asynchronous momentum method built around a linear minimization oracle, accepting a worker gradient only when its delay is below an adaptive threshold; choosing spectral-norm geometry directly covers Muon-style updates. Under generalized smoothness it proves heterogeneous-worker iteration and wall-clock bounds while recovering optimal Euclidean Ringmaster ASGD, and simulations calibrated to measured GPU times show the lowest NanoChat loss across 8- and 32-worker delay profiles and strong stochastic-quadratic performance.",Ringmaster LMO: Asynchronous Linear Minimization Oracle Momentum Method
2026-05-18,2026,Symmetry-Compatible Optimizers,https://arxiv.org/abs/2605.18106,,"The symmetry-compatible principle designs each parameter-block update to be equivariant to its model reparameterizations while projecting away quotient-redundant directions, unifying Muon, SSD, Scion, and polar updates under bi-orthogonal symmetry. It yields specialized one-sided, row-normalized, hybrid, and projected rules for embeddings, language heads, SwiGLU matrices, and MoE routers; Qwen3, Gemma3, OLMoE, and gpt-oss pretraining consistently lowers validation loss, while router-aware updates also reduce expert imbalance and router z-loss.","Symmetry-Compatible Principle for Optimizer Design: Embeddings, LM Heads, SwiGLU MLPs, and MoE Routers"
2026-05-18,2026,AMO,https://arxiv.org/abs/2605.17806,,"AMO makes Muon’s Newton–Schulz budget operator-aware: an early observe phase measures condition numbers by operator type, projects residual-error curves, and greedily reallocates a fixed global iteration budget before smoothly locking the schedule. This targets systematic heterogeneity without per-layer overhead; across Llama-3.1 and Qwen3 pretraining from 0.6B to 1.7B, AMO gains up to 0.76 average downstream points in standard, prolonged, and continual regimes while slightly reducing update time and preserving Muon’s memory.",AMO: Adaptive Muon Orthogonalization
2026-05-16,2026,DynMuon,https://arxiv.org/abs/2605.17109,https://github.com/fzwark/DynMuon,"DynMuon treats spectral shaping as a continuum UΣ^pVᵀ, with SGD at p=1, Muon at p=0, and inverse-like updates at p=-1, then uses a decreasing schedule from positive to mildly negative p. Its noise-aware curvature model explains why dominant modes should be favored early and flatter residual modes later; efficient Newton–Schulz polynomial corrections add at most 2.5% step cost and cut the steps to target by 10.6–26.5% across 127M–1.1B GPT pretraining.",DynMuon: A Dynamic Spectral Shaping View of Muon
2026-05-13,2026,Muon Spectral Flattening,https://arxiv.org/abs/2605.13079,,"This work argues that Muon’s main benefit is spectral flattening: polar preconditioning makes its stable step size depend on the average rather than largest gradient singular value, and a K-FAC/PL analysis predicts a better effective condition ratio. Controlled CIFAR-10 convolution experiments confirm faster milestone attainment and stability where SGD diverges; the proposed Frobenius normalization further reduces the dominant activation-covariance eigenvalue, letting Muon exceed 80% accuracy at a learning rate where unnormalized Muon stays below 50%.",Spectral Flattening Is All Muon Needs: How Orthogonalization Controls Learning Rate and Convergence
2026-05-13,2026,DP-Muon,https://arxiv.org/abs/2605.12994,,"DP-Muon clips per-example matrix gradients in Frobenius norm, averages them with Gaussian noise, then applies momentum and Newton–Schulz orthogonalization entirely as privacy-preserving post-processing. Its analysis separates optimization, clipping, privacy, momentum-drift, and approximation errors and identifies a nonlinear noise-induced bias; the antithetic-probe DP-MuonBC cancels the leading bias at no privacy cost, outperforming DP-Adam and DP-Muon on private GPT-2 E2E and DART generation, including E2E NLL 0.449 and BLEU 34.92 at ε≈8.",DP-Muon: Differentially Private Optimization via Matrix-Orthogonalized Momentum
2026-05-12,2026,Spectral Preconditioning,https://arxiv.org/abs/2605.11850,,"This paper extends stochastic spectral preconditioning to constrained or regularized nonconvex problems through a matching anisotropic proximal step, avoiding spurious fixed points created by Euclidean projection after a Muon/Scion direction. It proves heavy-tail, STORM variance-reduced, and adaptive convergence while analyzing finite Polar Express/Newton–Schulz polynomials rather than an idealized matrix sign; spectral- and Frobenius-ball experiments accelerate DivMod97 grokking, push CIFAR-10 Scion above 93%, and make constrained NanoGPT competitive with unconstrained Scion.",Constrained Stochastic Spectral Preconditioning Converges for Nonconvex Objectives
2026-05-12,2026,Pion,https://arxiv.org/abs/2605.12492,,"Pion updates each weight by alternating left and right orthogonal transformations generated from skew-projected gradients, preserving the entire singular spectrum and minimal hyperspherical energy without POET-style reparameterization. RMS-consistent scaling, Lie-algebra momentum, and a second-order exponential approximation give O(T^-1/2) convergence with only 3.2% extra step time; on 54B-token LLaMA-1.3B pretraining it raises downstream average to 47.69 versus Muon’s 46.34, remains stable without normalization and at 200 layers, and leads Qwen/DeepSeek RLVR averages.",Pion: A Spectrum-Preserving Optimizer via Orthogonal Equivalence Transformation
2026-05-12,2026,MuonQ,https://arxiv.org/abs/2605.11396,https://github.com/YupengSu/MuonQ,"MuonQ observes that low-bit Muon should preserve update direction, not elementwise momentum values, because the polar map discards singular magnitudes but amplifies singular-vector rotation. It combines unit-Frobenius pre-normalization, power-iteration top-k factorization with singular-aligned row/column quantization, and μ-law companding; pure 4-bit experiments on GPT-2 and LLaMA pretraining closely track FP32, improve a 1.1B zero-shot average from naïve quantization’s 39.8 to 45.2, and reduce optimizer-state memory by 7.3× on average.",MuonQ: Enhancing Low-Bit Muon Quantization via Directional Fidelity Optimization
2026-05-11,2026,Error Whitening,https://arxiv.org/abs/2605.11316,,"Error whitening explains Gauss–Newton’s edge in function space: generalized Gauss–Newton projects the Newton direction onto the model tangent space under the loss-Hessian metric, while a Jacobian-only variant projects the loss gradient; both cancel nonzero singular values of JJᵀ rather than following parameter-space curvature. Sketched implementations match predicted mismatch dynamics and achieve orders-of-magnitude lower errors on regression, an Allen–Cahn PINN where Newton fails, and approximate dynamic programming where they remain stable while Adam and Muon miss value-function structure.",Error whitening: Why Gauss-Newton outperforms Newton
2026-05-11,2026,Freon/Kaon,https://arxiv.org/abs/2605.11181,,"Challenging geometry-first explanations of Muon, the paper introduces Freon, a QDWH-computed Schatten family that extends beyond norm-based LMOs, and Kaon, which randomizes singular values yet retains convergence. GPT-2/NanoGPT and random-feature experiments show quasi-norm exponents and even random spectra can match or beat Muon once large modes are suppressed; a Taylor decomposition instead attributes performance to batch-gradient alignment, directional descent potential, and correctly tuned step size.",Muon is Not That Special: Random or Inverted Spectra Work Just as Well
2026-05-11,2026,Muon Fine-tuning Transfer,https://arxiv.org/abs/2605.10468,https://github.com/XingyuQu/muon-finetune,"Adam-to-Muon optimizer mismatch is traced to their different max-norm versus spectral-norm implicit biases, which make strong fine-tuning updates disrupt pretrained structure. Constraining updates with LoRA shrinks the mismatch by 78% on Adam-pretrained NanoChat and significantly reduces the Adam–Muon gap across T5 GLUE, Llama-2 generation, and CLIP vision tasks; rank and forgetting studies confirm the benefit weakens as update strength grows.",Can Muon Fine-tune Adam-Pretrained Models?
2026-05-11,2026,Optimizer-Induced Mode Connectivity,https://arxiv.org/abs/2605.09991,,"This work refines mode connectivity by conditioning solution sets on optimizer-induced norm constraints, proving sufficiently wide two-layer ReLU networks are connected within AdamW, Muon, and other Lion-K regions while finite-width cross-optimizer solutions can face a genuine barrier. On 30M–50M GPT-2 models, a polychain-plus-alignment path preserves spectra within an optimizer and smoothly transitions AdamW outliers to Muon isotropy across optimizers, with intermediate models improving out-of-distribution loss.",Optimizer-Induced Mode Connectivity: From AdamW to Muon
2026-05-11,2026,Muown,https://arxiv.org/abs/2605.10797,https://github.com/kcc-lion/muown,"Muown decomposes each weight into row magnitudes and directions after diagnosing maximum row-norm growth—not row coherence—as the source of Muon’s spectral-norm drift; it updates magnitudes in ℓ∞ geometry while retaining Muon on directions. Mixed-geometry convergence matches optimal deterministic and stochastic rates, and FineWeb-Edu runs from 124M to 2.7B improve perplexity, widen stable learning-rate plateaus, remove meaningful weight-decay benefit, and match sharded Muon step time.",Muown: Row-Norm Control for Muon Optimization
2026-05-11,2026,SODA,https://arxiv.org/abs/2605.11172,,"SODA generalizes optimistic dual averaging by combining gradient averaging and optimism in the dual with iterate averaging and extrapolation in the primal, recovering Muon, Lion, NAdam, Adam, and Scion through different geometries. Its hyperparameter-free wrapper anchors updates at initialization and induces a theoretically motivated 1/(k+2) decay; NanoGPT/FineWeb100 experiments show consistent gains over tuned weight decay across base optimizers, 1×–4× Chinchilla horizons, and 64M–1B scales.",Optimistic Dual Averaging Unifies Modern Optimizers
2026-05-10,2026,Muon Phase Analysis,https://arxiv.org/abs/2605.09552,,"Through exact high-dimensional random-matrix dynamics for matrix least squares, the paper shows SignSVD—the idealized Muon limit—square-root preconditions covariance modes only when minibatches resolve them, with a critical transition at batch size equal to matrix width; SignSGD has no analogous transition. Power-law covariance analysis yields hard, mixed, and easy phases where Muon, crossover behavior, or SignSGD prevails, and Newton–Schulz Muon simulations track the predicted learning curves and scaling laws.",Phases of Muon: When Muon Eclipses SignSGD
2026-05-10,2026,Dimension-Free Muon Escape,https://arxiv.org/abs/2605.09331,,"Using a spiked rectangular gradient model, the paper argues Muon’s Newton–Schulz spectral shaping avoids AdamW’s coordinatewise dimensional trap: incoherence suppresses orthogonal drift, producing dimension-free diffusive incubation and an O(1) ballistic ejection once a spectral gap locks the signal subspace. Controlled saddles and matrix factorization up to dimension 8192, plus LLaMA-160M landscape probes, show dimension-invariant escape, sudden rank expansion, higher effective rank, and two-orders-of-magnitude spike-curvature collapse.",Dimension-Free Saddle-Point Escape in Muon
2026-05-10,2026,Intrinsic Muon,https://arxiv.org/abs/2605.09238,,"Intrinsic Muon lifts any unitarily invariant norm through the Riemannian metric, avoiding the quotient-symmetry breaking and coupled tangent/norm constraints of factor-wise Muon, Spectron, and Riemannion. This yields exact closed-form LMOs on fixed-rank, SPD, Stiefel, and Grassmann manifolds with rank- rather than conditioning-dependent rates; LoRA fine-tuning reaches 86.25 GLUE average versus 81.68 for factor-wise Muon, while every intrinsic norm variant improves SPD classification.",Intrinsic Muon: Spectral Optimization on Riemannian Matrix Manifolds
2026-05-09,2026,ZO Partial Orthogonalization,https://arxiv.org/abs/2605.09034,,"ZO-MOPI replaces ZO-Muon’s full Newton–Schulz whitening—which amplifies noisy spectral tails—with warm-started power iteration that orthogonalizes only dominant directions, supported by low-dimensional perturbations and projected momentum. A tracking-error bound and nonconvex convergence result justify the design; on OPT-13B and LLaMA-3-8B SuperGLUE fine-tuning it preserves zeroth-order memory use, often reaches target accuracy 1.5–4× faster than ZO-Muon, and remains competitive in final accuracy.",Accelerating Zeroth-Order Spectral Optimization with Partial Orthogonalization from Power Iteration
2026-05-09,2026,Muon Non-Convergence,https://arxiv.org/abs/2605.08980,,"By reducing Muon exactly to signed momentum on diagonal matrix objectives, the paper constructs convex Lipschitz functions on which Muon fails for any offline decreasing step schedule and, for momentum below one-half, almost every nearby initialization. Viewing regularized non-Euclidean updates as compressors yields convergent error-feedback Muon, but tuned CIFAR-10 and 206M NanoGPT experiments worsen validation loss, indicating nonsmooth convex theory diagnoses a limit rather than explaining Muon’s practical success.",Muon Does Not Converge on Convex Lipschitz Functions
2026-05-09,2026,Muon-OGD,https://arxiv.org/abs/2605.08949,,"Muon-OGD replaces the Frobenius geometry of OGD-style continual-learning projections with a spectral-norm-constrained Muon update: dual subgradient iterations correct momentum against protected low-rank directions, then Newton–Schulz supplies the matrix sign. Across T5 5/15-task streams, TRACE, and Qwen coding–math–medical curricula, it beats orthogonal-gradient baselines, reaching 78.9% standard-stream accuracy and 49.4% TRACE accuracy with less backward transfer loss.",Muon-OGD: Muon-based Spectral Orthogonal Gradient Projection for LLM Continual Learning
2026-05-09,2026,Group Muon,https://arxiv.org/abs/2605.08933,,"Group Muon treats attention-head grouping as an optimizer hyperparameter, replacing the binary choice between full-QKV Muon and per-head MuonSplit with group-wise polar whitening. A one-step bound isolates nuclear-norm whitening gain versus additional update-norm cost, explaining why fine groups win early but over-splitting loses later; on GPT-2 Small/FineWeb, random six-head Q/K groups achieve 3.2722 validation loss versus 3.2780 for full Muon and 3.2799 for MuonSplit.",When and Why Grouping Attention Heads Accelerates Muon Optimization
2026-05-08,2026,PolarAdamW,https://arxiv.org/abs/2605.07067,,"PolarAdamW polarizes AdamW’s coordinate-preconditioned direction, preserving Muon’s spectral control while intentionally breaking its proved Schur multiplicity-basis equivariance. The controlled double dissociation shows why both properties matter: on four random 100-class ImageNet subsets it beats Muon by 1.93 points at 100 epochs and 1.37 at 300, whereas on 100-seed SO(3)-equivariant point-cloud regression Muon wins at every width with a growing capacity gap.",PolarAdamW: Disentangling Spectral Control and Schur Gauge-Equivariance in Matrix Optimisation
2026-05-08,2026,OrScale-LM,https://arxiv.org/abs/2605.07815,,"OrScale adds time-varying layerwise trust ratios to Muon, but—unlike naive Muon–LAMB ports—divides by the Frobenius norm of the actual coupled update λW+sQ; OrScale-LM further uses Moonlight scaling and one-time calibration to preserve learning-rate transfer. It proves O(T^-1/2) nuclear-norm convergence and a strict heterogeneity-dependent descent gain, raises CIFAR-10 DavidNet accuracy from Muon’s 93.70% to 94.05%, and improves Muon+Moonlight at three of four 125M–1.1B FineWeb-Edu scales.",OrScale: Orthogonalised Optimization with Layer-Wise Trust-Ratio Scaling
2026-05-07,2026,Orth-Dion,https://arxiv.org/abs/2605.16341,,"Orth-Dion identifies Dion’s column normalization—not low-rank subspace selection—as a geometric error: it can inflate the Ky Fan dual norm by √r, whereas QR-orthogonalizing the right factor forces a valid rank-r polar direction at unchanged communication. The resulting O(√(Lr/T)) rate matches exact spectral descent; LLaMA-320M measurements confirm ν=1 and lower loss at every rank, while adaptive rank reaches Dion’s best loss 18.3% sooner and matches its 17.1B step time.",Orth-Dion: Eliminating Geometric Mismatch in Distributed Low-Rank Spectral Optimization
2026-05-07,2026,Nesterov Muon,https://arxiv.org/abs/2605.06884,https://github.com/Xiaoran-Cheng/muon-randomized-svd,"This work supplies the first Muon theory simultaneously covering practical Nesterov momentum, finite-step Newton–Schulz polar maps, and α-heavy-tailed stochastic gradients, using an alignment/feasibility framework that also admits randomized low-rank sketches. It proves optimal ε-stationarity complexity O(ε^{-(3α-2)/(α-1)}) and α-adaptive guarantees when σ1=0; randomized Muon cuts NanoGPT optimizer cost from 2,136 to 251 GFLOPs at 29.72 versus 28.08 full-Muon perplexity, and CIFAR-10 cost from 14.80 to 8.08 GFLOPs at 93.62% versus 93.70% accuracy.",Muon with Nesterov Momentum: Heavy-Tailed Noise and (Randomized) Inexact Polar Decomposition
2026-05-07,2026,SignSGD/Muon Lower Bounds,https://arxiv.org/abs/2605.06615,https://github.com/Dingzhen230/SignSGD_Outperforms_SGD,"By changing the comparison from Euclidean stationarity to the geometry sign updates actually optimize—ℓ∞ smoothness, ℓ1 stationarity, and separable coordinate noise—the paper derives matching SignSGD upper/lower bounds and an SGD lower bound that yields up to a d-fold advantage under sparse noise. It extends the result to spectral smoothness and nuclear-norm stationarity for Muon, while GPT-2-124M/C4 measurements show noise density falling toward 0.03 and SignSGD continuing to improve after SGD plateaus.",When and Why SignSGD Outperforms SGD: A Theoretical Study Based on $\ell_1$-norm Lower Bounds
2026-05-07,2026,Pro-KLShampoo,https://arxiv.org/abs/2605.06316,,"Pro-KLShampoo exploits a newly observed spike-and-flat spectrum in KL-Shampoo’s Kronecker factors, retaining full preconditioning in a tracked rank-r subspace and using Muon-style orthogonalization on the complement to algebraically recover per-direction whitening. With an idealized O(T^-1/2) guarantee, it beats KL-Shampoo at every tested rank on GPT-2 124M/350M and LLaMA 134M/450M, lowering validation loss and peak memory and saving 2.28–13.43% wall-clock time to matched loss.",Pro-KLShampoo: Projected KL-Shampoo with Whitening Recovered by Orthogonalization
2026-05-07,2026,Implicit Gradient Transport,https://arxiv.org/abs/2605.05577,,"LMO-IGT accelerates Lion/Muon-style linear-minimization-oracle updates by evaluating one stochastic gradient at a transported lookahead point, avoiding the doubled gradient cost of variance-reduced LMO; its regularized support function unifies gradient-norm and Frank–Wolfe-gap stationarity. The theory improves stochastic LMO complexity from O(ε^-4) to O(ε^-3.5), between plain and O(ε^-3) variance-reduced methods, while Muon-IGT gives the best CIFAR-10 accuracy and lower Shakespeare/OpenWebText losses at nearly Muon’s wall-clock cost.",Accelerating LMO-Based Optimization via Implicit Gradient Transport
2026-05-05,2026,Nora,https://arxiv.org/abs/2605.03769,,"Nora improves RMNP’s cheap row-normalized approximation to Muon by first projecting momentum rowwise onto each weight row’s tangent space, removing scale-invariant radial noise while preserving O(mn) preconditioning. Its µP analysis prescribes η∝n^-1/2 and its nonconvex theory proves projected stationarity; in optimizer-specific sweeps on 60M/135M LLaMA models Nora obtains the best losses (3.37/3.079), while row normalization is about 9.5–73.5× faster than five-step Newton–Schulz on representative matrices.",Nora: Normalized Orthogonal Row Alignment for Scalable Matrix Optimizer
2026-05-05,2026,MuonMax/Momo,https://icml.cc/virtual/2026/poster/64390,,"By separating layerwise norm choice, cross-layer aggregation, and constrained versus regularized normalization, this work turns Muon/Adam hybrids into a systematic non-Euclidean steepest-descent design space and derives MuonMax. FineWeb experiments over 36 variants show MuonMax is far less learning-rate sensitive than Muon; adding model-based Momo momentum further widens the robust hyperparameter range and often improves validation loss, motivating MuonMax-Momo for untuned tasks.",An Exploration of Non-Euclidean Gradient Descent: Muon and its Many Variants
2026-05-05,2026,LMO Momentum Family,https://icml.cc/virtual/2026/poster/61267,,"This paper replaces the fragile uniformly bounded-variance assumption with expected smoothness, or the ABC condition, for a unified momentum-LMO family covering normalized SGD, sign/Adam-like directions, and spectral Muon updates. A new self-bounding argument controls momentum’s history coupling and yields nonconvex rates, explicit τ-nice sampling laws, an optimal batch size, and the prediction that sample-efficient momentum rises with batch size; linear and matrix regression recover the predicted diagonal optimum.",General Analysis of LMO-based Optimizers: Beyond Bounded Variance
2026-05-05,2026,Lions and Muons,https://icml.cc/virtual/2026/poster/62403,,"This paper recasts weight-decayed Lion and Muon as stochastic Frank–Wolfe on ℓ∞- and spectral-norm constraint sets, proving nonconvex Frank–Wolfe-gap convergence and that gap stationarity yields KKT points of the corresponding constrained problems. Gradient-clipped and clipped variance-reduced extensions handle heavy-tailed noise on general compact sets without giant batches; on Shakespeare nanoGPT, Lion+ and Muon+ lower validation loss and reach targets in 19.18% and 5.88% fewer steps than their unclipped baselines.",Lions and Muons: Optimization via Stochastic Frank-Wolfe
2026-05-05,2026,Non-Euclidean Edge of Stability,https://icml.cc/virtual/2026/poster/61486,,"Using directional smoothness, the authors define optimizer-relative generalized sharpness as the maximum Hessian quadratic form over an arbitrary norm ball, covering Euclidean and preconditioned GD, ℓ∞ descent, block coordinate descent, spectral GD, and momentum-free Muon. Quadratic analysis recovers the 2/η stability boundary, while neural-network experiments show each geometry progressively sharpens then oscillates near or above that threshold and becomes unstable on its local quadratic model after entering the edge-of-stability regime.",Non-Euclidean Gradient Descent Operates at the Edge of Stability
2026-05-04,2026,SignMuon,https://arxiv.org/abs/2605.16311,,"Sign-Muon combines Muon’s local polar momentum with signSGD-style one-bit transmission and majority-vote aggregation, optionally re-orthogonalizing the aggregated sign matrix without extra communication. It proves O(T^-1/2) spectral-smooth nonconvex convergence and a 1/√M noise benefit across workers, cuts bandwidth 32× versus float32, reaches 92.15% CIFAR-10 accuracy and 92.02% on four GPUs with 37% less time, and improves nanoGPT perplexity with favorable scaling to 16 GPUs.",SignMuon: Communication-Efficient Distributed Muon Optimization
2026-04-30,2026,LiMuon,https://openreview.net/forum?id=mf8N8PTUAa,,"LiMuon combines momentum variance reduction with randomized SVD so that Muon-style orthogonalization can be computed at controllable low rank, reducing both state memory and stochastic-oracle cost. It proves O(ε^-3) sample complexity under ordinary and generalized smoothness versus O(ε^-4) for prior Newton–Schulz Muon analyses; Mamba-130M, Qwen2.5-0.5B, and Tiny-ImageNet ViT experiments show low-rank memory–quality tradeoffs, while full-rank LiMuon gives the best perplexities, accuracy, and time to target.",LiMuon: Light and Fast Muon Optimizer for Large Models
2026-04-30,2026,MuLoCo,https://openreview.net/forum?id=OBXBXSgwcD,https://github.com/facebookresearch/MuLoCo,"MuLoCo replaces DiLoCo’s AdamW inner optimizer with Muon, whose orthogonalized local steps produce more consistently aligned, stable-norm pseudogradients across workers and are therefore easier to aggregate and compress. Decoder-only LM studies show row-wise/statistical 2-bit deltas retain strong quality at 8× lower communication, whereas global-linear 2-bit degrades and error feedback only partly recovers it; MuLoCo degrades less as worker count or synchronization interval grows, and tests through 15B parameters show larger critical batches and a Pareto-optimal single-worker performance–time tradeoff.",MuLoCo: Muon is a Practical Inner Optimizer for DiLoCo
2026-04-27,2026,SUDA-Muon,https://arxiv.org/abs/2604.23980,,"SUDA-Muon isolates the modular communication backbone of decentralized Muon inside a primal–dual template supporting ED/D², EXTRA, and gradient tracking, while identifying two non-modular constraints: tracking must precede polarization, and local-polarize-then-average cannot reproduce federated average-then-polarize speedup. Its nuclear-geometry rate separates leading optimization from topology terms; CIFAR-100 and GPT-2 experiments show comparable variants near IID data and clear gains over DeMuon on long-horizon non-IID training.",SUDA-Muon: Structural Design Principles and Boundaries for Fully Decentralized Muon
2026-04-17,2026,FedMuon (Provable),https://openreview.net/forum?id=GlZTVr36He,,"FedMuon applies orthonormalized Muon momentum to periodic federated aggregation, obtaining nonconvex convergence and O(ε^-3) communication complexity without heterogeneity assumptions or transmitted control variates. The bounded search direction also makes its learning rate independent of problem constants and extends naturally to p-moment heavy-tailed noise without clipping; across ResNet-18, ViT, recurrent, transformer, image, and text workloads, FedMuon converges fastest and leads accuracy under both IID and Dirichlet-heterogeneous client splits.",On Provable Benefits of Muon in Federated Learning
2026-04-16,2026,CLion,https://arxiv.org/abs/2604.14587,,"CLion uses Lion’s sign update only when every nonzero momentum coordinate exceeds a threshold, reverting to the raw momentum otherwise to avoid the instability and poor stability bound caused by tiny coordinates. Algorithmic-stability analysis improves Lion and signSGD’s gap-dependent bound to O(1/N) while retaining O(√d/T^1/4) nonconvex convergence; WikiText-2/103 Transformers and CIFAR-10/Tiny-ImageNet ResNets show lower test loss, perplexity, and generally higher accuracy than Lion and RLion.",CLion: Efficient Cautious Lion Optimizer with Enhanced Generalization
2026-04-12,2026,Federated Gluon,https://arxiv.org/abs/2604.10689,,"Communication-Efficient Gluon compresses layerwise non-Euclidean LMO updates with either unbiased sparsification or contraction plus error feedback, using SARAH/PAGE-style gradient differences so compression noise vanishes; MVR variants weaken the required conditions and also yield a faster uncompressed Gluon. The theory supplies convergence and communication/oracle complexities under layerwise generalized smoothness, while a5a logistic regression and spectral-LMO CIFAR-10 training reduce normalized uplink cost by about 60% and 65% versus tuned momentum baselines.",Communication-Efficient Gluon in Federated Learning
2026-04-11,2026,Muon^2,https://arxiv.org/abs/2604.09967,,"Muon² applies Adam-style second-moment scaling before Newton–Schulz orthogonalization, tightening the momentum spectrum and moving singular values out of the iteration’s dead zone; Muon²-F factorizes that state to retain Muon-like memory. Directional-alignment diagnostics show three steps already rival five-step Muon, and GPT, LLaMA, and MoE pretraining up to 13B parameters consistently improves perplexity with 40% fewer polar iterations and up to 25% less time to the same loss.",Muon$^2$: Boosting Muon via Adaptive Second-Moment Preconditioning
2026-04-10,2026,APT for MTL,https://arxiv.org/abs/2604.08939,,"APT diagnoses that EMA makes optimization-based multi-task learning amortize rather than immediately resolve task conflicts, while Muon’s spectral flattening can amplify a poor aggregated direction. It adapts momentum from adjacent-gradient cosine similarity and adds lightweight direction-preserving task gating before Muon; tracking-error theory links this control to a tighter Pareto-stationary neighborhood, and experiments on NYUv2, CityScapes, CelebA, and QM9 broadly improve CAGrad, FAMO, and FairGrad, with APT-Muon achieving leading scene-understanding results.",Delve into the Applicability of Advanced Optimizers for Multi-Task Learning
2026-04-09,2026,Adam-HNAG,https://arxiv.org/abs/2604.08742,,"Adam-HNAG uses variable/operator splitting and a curvature-aware gradient correction to uncouple Adam’s adaptive metric from Nesterov-style momentum, producing a dissipative continuous flow plus lagged and synchronous discretizations with an explicit Lyapunov function. For smooth convex full-batch objectives it gives the first Adam-type iterate convergence proof and a k^-2 accelerated regime; quadratic, logistic-regression, and Reddi-counterexample experiments support the predicted contraction, with the lagged variant remaining stable where Adam and the synchronous variant drift.",Adam-HNAG: A Convergent Reformulation of Adam with Accelerated Rate
2026-04-06,2026,Muon Spectral Wasserstein Flow,https://arxiv.org/abs/2604.04891,https://github.com/gpeyre/muon-dynamics,"This theoretical work lifts normalized matrix descent to mean-field probability measures through Spectral Wasserstein distances: trace geometry recovers W2, operator geometry models idealized Muon, and Schatten gauges interpolate between them. It develops Kantorovich and robust max–min costs, Gaussian/Bures reductions, and a Benamou–Brenier equivalence with geodesics for monotone norms, then identifies the normalized continuity equation as the metric gradient flow; MMD, Gaussian, two-layer ReLU, and shallow-attention simulations illustrate the construction.",Muon Dynamics as a Spectral Wasserstein Flow
2026-04-06,2026,Muon-Accelerated Tensor GLM,https://arxiv.org/abs/2604.04726,,"LSRTR-M retains low-separation-rank tensor GLM block coordinate descent but replaces repeated QR projection of orthonormal factor matrices with Muon momentum and Newton–Schulz updates, directly targeting the original solver’s main bottleneck. Across synthetic linear, logistic, and Poisson tensor regressions it converges faster in iterations and wall time with lower estimation and prediction error; on Vessel MNIST 3D it trains faster while matching or improving classification metrics.",A Muon-Accelerated Algorithm for Low Separation Rank Tensor Generalized Linear Models
2026-04-05,2026,SIFT/Subspace Control,https://arxiv.org/abs/2604.04231,https://github.com/OPTML-Group/SIFT,"SIFT treats constrained model steering as spectral subspace interference: it derives a one-shot orthogonalized model-merging solution, connects that solution to Muon’s matrix-sign gradient update, and localizes intervention to selected layers and steps. This makes objective–constraint tradeoffs controllable rather than globally suppressing updates; across Zephyr/LLaMA unlearning and safety, GLM-4-Voice adaptation, and RAGTruth mitigation, SIFT consistently beats control-based and control-free baselines, including a 32.7% hallucination rate versus Muon’s 38.5%.",Subspace Control: Turning Constrained Model Steering into Controllable Spectral Optimization
2026-04-01,2026,Newton-Muon,https://arxiv.org/abs/2604.01472,https://github.com/zhehangdu/Newton-Muon,"Newton–Muon derives a triplet quadratic surrogate using the gradient, output-space curvature, and layer-input matrix, revealing standard Muon as a Newton-type step that omits right preconditioning by the activation second moment. It applies the matrix sign to G(ZZᵀ)^-1 and approximates the inverse efficiently; on a Modded-NanoGPT GPT-2 speedrun it reaches target validation loss in 6% fewer steps and over 4% less wall time, with direction diagnostics consistently favoring its update over Muon.",The Newton-Muon Optimizer
2026-04-01,2026,FaSO,https://openreview.net/forum?id=I19SJW09zn,,"FaSO explains Muon’s long-tail benefit as equalizing update strength across positive-curvature modes, reducing the dominance of sharp tail-class directions, then avoids paying for orthogonalization throughout training. Its normalized-time probabilistic schedule uses cheap SGD early and increasingly frequent Muon steps near convergence; CIFAR/ImageNet long-tailed benchmarks match or approach Muon’s accuracy with over 50% less overhead, improve few-class generalization across standard rebalancing losses, and reach flatter tail minima than SGD.",Fast Sharpness-escaping Optimization for Long-tailed Learning
2026-03-30,2026,HyperP,https://arxiv.org/abs/2603.28743,,"HyperP derives learning-rate transfer laws for Muon on a fixed Frobenius hypersphere across width, depth, token budget, and MoE granularity, proving weight decay is first-order inert and retaining Depth-µP plus the 0.32 data-scaling exponent. One base rate transfers from 208M active parameters through 6×10²¹ FLOPs with 1.58× compute efficiency over a strong Muon baseline; bounded stability metrics, SqrtGate’s RMS-preserving MoE scaling, and stronger load balancing validate transferable stability through 13.3B total parameters.",Rethinking Language Model Scaling under Transferable Hypersphere Optimization
2026-03-30,2026,MuonEq,https://arxiv.org/abs/2603.28254,https://github.com/MaeChd/muon-eq,"MuonEq rebalances momentum with transient row/column norm equilibration before finite-step Newton–Schulz, unlike post-orthogonalization rescaling or persistent Shampoo-style whitening; its row-only default adds no optimizer state. Analysis links polar-approximation quality to stable rank and conditioning, treats equilibration as zeroth-order whitening, and retains Õ(T^-1/4) nonconvex stationarity with weight decay and inexact NS5; LLaMA2 130M–1B C4 runs consistently improve loss, perplexity, and hyperparameter robustness over Muon.",MuonEq: Balancing Before Orthogonalization with Lightweight Equilibration
